date;category;comment;outcome_account;outcome;outcome_currency;income_account;income;income_currency
07/09/2018;Корп. расходы;За квартиру + %;Сбербанк;3315;RUB;Сбербанк;0;RUB
07/09/2018;Фрукты;Грейпфрут;UniCredit GOLD;22.68;RUB;UniCredit GOLD;0;RUB
07/09/2018;Сладкое;Шоколад;UniCredit GOLD;64.9;RUB;UniCredit GOLD;0;RUB
07/09/2018;Сладкое;Йогурт;UniCredit GOLD;75.9;RUB;UniCredit GOLD;0;RUB
07/09/2018;Продукты;Помидоры;UniCredit GOLD;45.3;RUB;UniCredit GOLD;0;RUB
07/09/2018;Фрукты;Груша;UniCredit GOLD;50.17;RUB;UniCredit GOLD;0;RUB
07/09/2018;;;Наличные;1800;RUB;Сбербанк;1800;RUB
07/09/2018;Корп. расходы;Такси;UniCredit;443;RUB;UniCredit;0;RUB
07/09/2018;Еда;Пирожок;Наличные;80;RUB;Наличные;0;RUB
08/09/2018;Суточные;Суточные 4.09-8.09.18;Наличные;0;RUB;Наличные;32000;RUB
08/09/2018;Фрукты;Грейпфрут;UniCredit GOLD;106.09;RUB;UniCredit GOLD;0;RUB
08/09/2018;Фрукты;Орехи;UniCredit GOLD;417.97;RUB;UniCredit GOLD;0;RUB
08/09/2018;Сладкое;Фисташки;UniCredit GOLD;388.55;RUB;UniCredit GOLD;0;RUB
08/09/2018;Гигиена;Бритва;UniCredit GOLD;331.53;RUB;UniCredit GOLD;0;RUB
08/09/2018;Хозтовары;Открывашка;UniCredit GOLD;23;RUB;UniCredit GOLD;0;RUB
08/09/2018;;;Наличные;25000;RUB;Счет Клик;25000;RUB
08/09/2018;Корп. расходы;Такси;Сбербанк;1515;RUB;Сбербанк;0;RUB
09/09/2018;Фрукты;Грейпфрут;UniCredit GOLD;71.39;RUB;UniCredit GOLD;0;RUB
09/09/2018;Фрукты;Мандарины;UniCredit GOLD;85.43;RUB;UniCredit GOLD;0;RUB
09/09/2018;Продукты;Помидоры;UniCredit GOLD;48.93;RUB;UniCredit GOLD;0;RUB
09/09/2018;Продукты;Соль;UniCredit GOLD;27.99;RUB;UniCredit GOLD;0;RUB
09/09/2018;Продукты;Цыпленок гриль;UniCredit GOLD;281.26;RUB;UniCredit GOLD;0;RUB
09/09/2018;;;UniCredit;18000;RUB;Счет Клик;18000;RUB
10/09/2018;Фрукты;Помело;UniCredit GOLD;152.59;RUB;UniCredit GOLD;0;RUB
10/09/2018;Продукты;Хлеб;UniCredit GOLD;32.99;RUB;UniCredit GOLD;0;RUB
10/09/2018;Сладкое;Паста nutella;UniCredit GOLD;269.99;RUB;UniCredit GOLD;0;RUB
10/09/2018;Продукты;Каша;UniCredit GOLD;74.99;RUB;UniCredit GOLD;0;RUB
10/09/2018;Продукты;Хлеб;UniCredit GOLD;37.69;RUB;UniCredit GOLD;0;RUB
10/09/2018;Еда;Обед;UniCredit GOLD;215;RUB;UniCredit GOLD;0;RUB
11/09/2018;Связь;Мобильный банк;UniCredit;60;RUB;UniCredit;0;RUB
11/09/2018;Еда;Завтрак;UniCredit GOLD;85;RUB;UniCredit GOLD;0;RUB
11/09/2018;Еда;Обед;UniCredit GOLD;210;RUB;UniCredit GOLD;0;RUB
13/09/2018;Фрукты;Киви;UniCredit GOLD;64.08;RUB;UniCredit GOLD;0;RUB
13/09/2018;Сладкое;Паста nutella;UniCredit GOLD;219.99;RUB;UniCredit GOLD;0;RUB
13/09/2018;Продукты;Сыр;UniCredit GOLD;179.99;RUB;UniCredit GOLD;0;RUB
13/09/2018;Фрукты;Перец;UniCredit GOLD;104.99;RUB;UniCredit GOLD;0;RUB
13/09/2018;Фрукты;Бананы;UniCredit GOLD;53.49;RUB;UniCredit GOLD;0;RUB
13/09/2018;Фрукты;Кокос;UniCredit GOLD;69.9;RUB;UniCredit GOLD;0;RUB
13/09/2018;Еда;Обед;UniCredit GOLD;300;RUB;UniCredit GOLD;0;RUB
14/09/2018;Фрукты;Орехи;UniCredit GOLD;746.06;RUB;UniCredit GOLD;0;RUB
14/09/2018;Фрукты;Сухофрукты;UniCredit GOLD;468.99;RUB;UniCredit GOLD;0;RUB
14/09/2018;Фрукты;Авокадо;UniCredit GOLD;53.77;RUB;UniCredit GOLD;0;RUB
14/09/2018;Фрукты;Кокос;UniCredit GOLD;47.5;RUB;UniCredit GOLD;0;RUB
14/09/2018;Еда;Обед;UniCredit GOLD;223;RUB;UniCredit GOLD;0;RUB
14/09/2018;Проценты;Cashback;UniCredit GOLD;0;RUB;UniCredit GOLD;1194.53;RUB
17/09/2018;Корп. расходы;Фото на шенгенскую визу;Наличные;300;RUB;Наличные;0;RUB
17/09/2018;Еда;Обед;UniCredit GOLD;305;RUB;UniCredit GOLD;0;RUB
18/09/2018;Фрукты;Грейпфрут;UniCredit GOLD;101.69;RUB;UniCredit GOLD;0;RUB
18/09/2018;Фрукты;Киви;UniCredit GOLD;71.49;RUB;UniCredit GOLD;0;RUB
18/09/2018;Продукты;Помидоры;UniCredit GOLD;54.99;RUB;UniCredit GOLD;0;RUB
18/09/2018;Фрукты;Бананы;UniCredit GOLD;46.01;RUB;UniCredit GOLD;0;RUB
18/09/2018;Фрукты;Гранат;UniCredit GOLD;97.99;RUB;UniCredit GOLD;0;RUB
18/09/2018;Еда;Обед;UniCredit GOLD;300;RUB;UniCredit GOLD;0;RUB
19/09/2018;Фрукты;Бананы;UniCredit GOLD;75.25;RUB;UniCredit GOLD;0;RUB
19/09/2018;Фрукты;Авокадо;UniCredit GOLD;159.99;RUB;UniCredit GOLD;0;RUB
19/09/2018;Сладкое;Шоколад;UniCredit GOLD;64.99;RUB;UniCredit GOLD;0;RUB
19/09/2018;Продукты;Маслины;UniCredit GOLD;94;RUB;UniCredit GOLD;0;RUB
19/09/2018;Еда;Обед;UniCredit GOLD;195;RUB;UniCredit GOLD;0;RUB
20/09/2018;Фрукты;Бананы;UniCredit GOLD;42.92;RUB;UniCredit GOLD;0;RUB
20/09/2018;Сладкое;Паста nutella;UniCredit GOLD;219.99;RUB;UniCredit GOLD;0;RUB
20/09/2018;Продукты;Перец;UniCredit GOLD;120.99;RUB;UniCredit GOLD;0;RUB
20/09/2018;Продукты;Хлеб;UniCredit GOLD;37.69;RUB;UniCredit GOLD;0;RUB
20/09/2018;Зарплата;Аванс;UniCredit;0;RUB;UniCredit;10000;RUB
20/09/2018;Еда;Обед;UniCredit GOLD;200;RUB;UniCredit GOLD;0;RUB
21/09/2018;Транспорт;60 поездок;UniCredit;1765;RUB;UniCredit;0;RUB
22/09/2018;Продукты;Капуста ;UniCredit GOLD;32.86;RUB;UniCredit GOLD;0;RUB
22/09/2018;Продукты;Яйца;UniCredit GOLD;39.99;RUB;UniCredit GOLD;0;RUB
22/09/2018;Фрукты;Бананы;UniCredit GOLD;62.41;RUB;UniCredit GOLD;0;RUB
22/09/2018;Фрукты;Грейпфрут;UniCredit GOLD;100.79;RUB;UniCredit GOLD;0;RUB
22/09/2018;Продукты;Помидоры;UniCredit GOLD;61.79;RUB;UniCredit GOLD;0;RUB
22/09/2018;Техника;Телефон для папы;Наличные;2600;RUB;Наличные;0;RUB
22/09/2018;;;UniCredit;8000;RUB;UniCredit GOLD;8000;RUB
24/09/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
24/09/2018;;;UniCredit GOLD;7900;RUB;Наличные;7900;RUB
24/09/2018;;;Наличные;5000;RUB;Сбербанк;5000;RUB
24/09/2018;Корп. расходы;Такси;UniCredit;127.6;RUB;UniCredit;0;RUB
24/09/2018;Корп. расходы;За квартиру;Наличные;3900;RUB;Наличные;0;RUB
24/09/2018;Корп. расходы;Такси;UniCredit;89.7;RUB;UniCredit;0;RUB
24/09/2018;Корп. расходы;Такси;UniCredit;129;RUB;UniCredit;0;RUB
24/09/2018;Фрукты;Грейпфрут;UniCredit GOLD;138.96;RUB;UniCredit GOLD;0;RUB
24/09/2018;Продукты;Зелень;UniCredit GOLD;39.99;RUB;UniCredit GOLD;0;RUB
24/09/2018;Продукты;Хлеб;UniCredit GOLD;51.79;RUB;UniCredit GOLD;0;RUB
24/09/2018;Фрукты;Авокадо;UniCredit GOLD;68.99;RUB;UniCredit GOLD;0;RUB
24/09/2018;Продукты;Огурцы;UniCredit GOLD;18.27;RUB;UniCredit GOLD;0;RUB
24/09/2018;Прочее;Карта Лента;UniCredit GOLD;9;RUB;UniCredit GOLD;0;RUB
24/09/2018;Фрукты;Бананы;UniCredit GOLD;51.52;RUB;UniCredit GOLD;0;RUB
24/09/2018;Продукты;Помидоры;UniCredit GOLD;43.29;RUB;UniCredit GOLD;0;RUB
24/09/2018;Продукты;Маслины;UniCredit GOLD;89.9;RUB;UniCredit GOLD;0;RUB
24/09/2018;Продукты;Перец;UniCredit GOLD;50.99;RUB;UniCredit GOLD;0;RUB
24/09/2018;Продукты;Кабачки;UniCredit GOLD;12.6;RUB;UniCredit GOLD;0;RUB
24/09/2018;Прочее;Пакет;UniCredit GOLD;4.8;RUB;UniCredit GOLD;0;RUB
25/09/2018;Фрукты;Бананы;UniCredit GOLD;65.24;RUB;UniCredit GOLD;0;RUB
25/09/2018;Фрукты;Грейпфрут;UniCredit GOLD;59.57;RUB;UniCredit GOLD;0;RUB
25/09/2018;Продукты;Кабачки;UniCredit GOLD;13.44;RUB;UniCredit GOLD;0;RUB
25/09/2018;Фрукты;Киви;UniCredit GOLD;47.84;RUB;UniCredit GOLD;0;RUB
25/09/2018;Продукты;Перец;UniCredit GOLD;12.37;RUB;UniCredit GOLD;0;RUB
25/09/2018;Продукты;Помидоры;UniCredit GOLD;38.26;RUB;UniCredit GOLD;0;RUB
25/09/2018;Фрукты;Манго;UniCredit GOLD;74.87;RUB;UniCredit GOLD;0;RUB
25/09/2018;Продукты;Морковь;UniCredit GOLD;6.62;RUB;UniCredit GOLD;0;RUB
25/09/2018;Продукты;Хлеб;UniCredit GOLD;51.79;RUB;UniCredit GOLD;0;RUB
25/09/2018;Прочее;Карта Лента;UniCredit GOLD;9;RUB;UniCredit GOLD;0;RUB
25/09/2018;;;UniCredit;379;RUB;UniCredit GOLD;379;RUB
25/09/2018;;;Счет Клик;5000;RUB;UniCredit GOLD;5000;RUB
25/09/2018;Корп. расходы;Такси;UniCredit;166;RUB;UniCredit;0;RUB
25/09/2018;Продукты;Вода;Наличные;32;RUB;Наличные;0;RUB
25/09/2018;Связь;Мобильный банк;UniCredit;60;RUB;UniCredit;0;RUB
25/09/2018;Корп. расходы;Такси;UniCredit;140;RUB;UniCredit;0;RUB
26/09/2018;Фрукты;Яблоки;UniCredit GOLD;54.55;RUB;UniCredit GOLD;0;RUB
26/09/2018;Фрукты;Груша;UniCredit GOLD;203.69;RUB;UniCredit GOLD;0;RUB
26/09/2018;Фрукты;Орехи;UniCredit GOLD;269.99;RUB;UniCredit GOLD;0;RUB
26/09/2018;Фрукты;Бананы;UniCredit GOLD;66.78;RUB;UniCredit GOLD;0;RUB
26/09/2018;Продукты;Морская капуста;UniCredit GOLD;23.99;RUB;UniCredit GOLD;0;RUB
26/09/2018;Продукты;Мед;UniCredit GOLD;294;RUB;UniCredit GOLD;0;RUB
26/09/2018;Корп. расходы;Такси;UniCredit;129;RUB;UniCredit;0;RUB
26/09/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
26/09/2018;Здоровье;Пластырь;UniCredit GOLD;20;RUB;UniCredit GOLD;0;RUB
26/09/2018;;;Счет Клик;6500;RUB;UniCredit GOLD;6500;RUB
27/09/2018;Корп. расходы;За квартиру;Наличные;6500;RUB;Наличные;0;RUB
27/09/2018;Продукты;Салат;UniCredit GOLD;75.99;RUB;UniCredit GOLD;0;RUB
27/09/2018;Продукты;Редис;UniCredit GOLD;39.99;RUB;UniCredit GOLD;0;RUB
27/09/2018;Фрукты;Авокадо;UniCredit GOLD;99.99;RUB;UniCredit GOLD;0;RUB
27/09/2018;Продукты;Маслины;UniCredit GOLD;179.24;RUB;UniCredit GOLD;0;RUB
27/09/2018;Продукты;Хлеб;UniCredit GOLD;51.79;RUB;UniCredit GOLD;0;RUB
27/09/2018;;;UniCredit GOLD;6500;RUB;Наличные;6500;RUB
27/09/2018;Инструмент;Пасатижи;UniCredit GOLD;120;RUB;UniCredit GOLD;0;RUB
27/09/2018;Корп. расходы;Такси;UniCredit;140;RUB;UniCredit;0;RUB
27/09/2018;Связь;Мобильный банк;Сбербанк;60;RUB;Сбербанк;0;RUB
27/09/2018;Корп. расходы;Такси;Наличные;15;RUB;Наличные;0;RUB
28/09/2018;Продукты;Огурцы;UniCredit GOLD;16.6;RUB;UniCredit GOLD;0;RUB
28/09/2018;Продукты;Помидоры;UniCredit GOLD;46.85;RUB;UniCredit GOLD;0;RUB
28/09/2018;Корп. расходы;Такси;UniCredit;168;RUB;UniCredit;0;RUB
28/09/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
29/09/2018;;;Счет Клик;2000;RUB;UniCredit;2000;RUB
29/09/2018;Корп. расходы;Такси;UniCredit;124;RUB;UniCredit;0;RUB
29/09/2018;Корп. расходы;Такси;UniCredit;140;RUB;UniCredit;0;RUB
30/09/2018;Корп. расходы;Такси;UniCredit;123;RUB;UniCredit;0;RUB
30/09/2018;Корп. расходы;Такси;UniCredit;128;RUB;UniCredit;0;RUB
01/10/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
01/10/2018;Корп. расходы;Такси;UniCredit;216;RUB;UniCredit;0;RUB
01/10/2018;Продукты;Хлебцы;UniCredit GOLD;32.9;RUB;UniCredit GOLD;0;RUB
01/10/2018;Фрукты;Бананы;UniCredit GOLD;54.35;RUB;UniCredit GOLD;0;RUB
01/10/2018;Продукты;Помидоры;UniCredit GOLD;41.65;RUB;UniCredit GOLD;0;RUB
01/10/2018;Еда;Обед;UniCredit GOLD;245;RUB;UniCredit GOLD;0;RUB
02/10/2018;Корп. расходы;Такси;Наличные;100;RUB;Наличные;0;RUB
02/10/2018;Одежда;Рубашка и брюки для корпоратива;Наличные;1940;RUB;Наличные;0;RUB
02/10/2018;Зарплата;За сентябрь;UniCredit;0;RUB;UniCredit;70342.8;RUB
02/10/2018;Суточные;Суточные 24.09-02.10.18;Наличные;0;RUB;Наличные;53000;RUB
02/10/2018;;;Наличные;52000;RUB;Счет Клик;52000;RUB
03/10/2018;Здоровье;Пластырь;UniCredit GOLD;30;RUB;UniCredit GOLD;0;RUB
05/10/2018;Здоровье;Фосфалюгель;UniCredit GOLD;97.5;RUB;UniCredit GOLD;0;RUB
05/10/2018;;;UniCredit;70000;RUB;Счет Клик;70000;RUB
08/10/2018;;;Счет Клик;3900;RUB;UniCredit GOLD;3900;RUB
08/10/2018;Продукты;Свекла;UniCredit GOLD;3.52;RUB;UniCredit GOLD;0;RUB
08/10/2018;Фрукты;Бананы;UniCredit GOLD;53.35;RUB;UniCredit GOLD;0;RUB
08/10/2018;Продукты;Перец;UniCredit GOLD;24.75;RUB;UniCredit GOLD;0;RUB
08/10/2018;Продукты;Фасоль;UniCredit GOLD;29.99;RUB;UniCredit GOLD;0;RUB
08/10/2018;Продукты;Помидоры;UniCredit GOLD;67.27;RUB;UniCredit GOLD;0;RUB
08/10/2018;Продукты;Хлеб;UniCredit GOLD;32.69;RUB;UniCredit GOLD;0;RUB
08/10/2018;Продукты;Огурцы;UniCredit GOLD;23.39;RUB;UniCredit GOLD;0;RUB
08/10/2018;Продукты;Вареники;UniCredit GOLD;44.99;RUB;UniCredit GOLD;0;RUB
08/10/2018;Продукты;Хлебцы;UniCredit GOLD;60.85;RUB;UniCredit GOLD;0;RUB
08/10/2018;Фрукты;Груша;UniCredit GOLD;87.99;RUB;UniCredit GOLD;0;RUB
08/10/2018;;;UniCredit GOLD;4900;RUB;Наличные;4900;RUB
08/10/2018;;;UniCredit GOLD;900;RUB;Наличные;900;RUB
08/10/2018;Корп. расходы;Такси;UniCredit;170;RUB;UniCredit;0;RUB
08/10/2018;Корп. расходы;За квартиру 4 сут. ;Наличные;6000;RUB;Наличные;0;RUB
08/10/2018;Сладкое;Паста nutella;UniCredit GOLD;269.9;RUB;UniCredit GOLD;0;RUB
08/10/2018;;;Счет Клик;5000;RUB;UniCredit GOLD;5000;RUB
08/10/2018;Техника;"Монитор 24""";Наличные;9000;RUB;Наличные;0;RUB
08/10/2018;Мебель;Кресло;Наличные;13000;RUB;Наличные;0;RUB
08/10/2018;Семейные;От мамы;Наличные;0;RUB;Наличные;22000;RUB
09/10/2018;Корп. расходы;Такси;UniCredit;134;RUB;UniCredit;0;RUB
09/10/2018;Продукты;Суповая смесь;UniCredit GOLD;369.7;RUB;UniCredit GOLD;0;RUB
09/10/2018;Продукты;Хлебцы;UniCredit GOLD;99.7;RUB;UniCredit GOLD;0;RUB
09/10/2018;Сладкое;Шоколад;UniCredit GOLD;119.9;RUB;UniCredit GOLD;0;RUB
09/10/2018;Фрукты;Орехи;UniCredit GOLD;225;RUB;UniCredit GOLD;0;RUB
09/10/2018;Гигиена;Шампунь;UniCredit GOLD;89.9;RUB;UniCredit GOLD;0;RUB
09/10/2018;Продукты;Оливки;UniCredit GOLD;102.9;RUB;UniCredit GOLD;0;RUB
09/10/2018;Фрукты;Бананы;UniCredit GOLD;40.07;RUB;UniCredit GOLD;0;RUB
09/10/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
10/10/2018;Продукты;Маслины;UniCredit GOLD;59.9;RUB;UniCredit GOLD;0;RUB
10/10/2018;Продукты;Суповая смесь;UniCredit GOLD;54.9;RUB;UniCredit GOLD;0;RUB
10/10/2018;Сладкое;Паста nutella;UniCredit GOLD;269.9;RUB;UniCredit GOLD;0;RUB
10/10/2018;Продукты;Зелень;UniCredit GOLD;34.9;RUB;UniCredit GOLD;0;RUB
10/10/2018;Продукты;Вода;UniCredit GOLD;18;RUB;UniCredit GOLD;0;RUB
10/10/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
10/10/2018;Здоровье;Перекись и зеленка;UniCredit GOLD;20;RUB;UniCredit GOLD;0;RUB
10/10/2018;Корп. расходы;Такси;UniCredit;130;RUB;UniCredit;0;RUB
11/10/2018;Корп. расходы;Такси;UniCredit;152;RUB;UniCredit;0;RUB
11/10/2018;Корп. расходы;Такси;UniCredit;132;RUB;UniCredit;0;RUB
11/10/2018;Корп. расходы;% за документы;Сбербанк;1535.2;RUB;Сбербанк;0;RUB
12/10/2018;Продукты;Помидоры;UniCredit GOLD;80.59;RUB;UniCredit GOLD;0;RUB
12/10/2018;Фрукты;Грейпфрут;UniCredit GOLD;73.59;RUB;UniCredit GOLD;0;RUB
12/10/2018;Сладкое;Паста nutella;UniCredit GOLD;269.99;RUB;UniCredit GOLD;0;RUB
12/10/2018;Продукты;Хлебцы;UniCredit GOLD;65.99;RUB;UniCredit GOLD;0;RUB
12/10/2018;Сладкое;Шоколад;UniCredit GOLD;145.97;RUB;UniCredit GOLD;0;RUB
12/10/2018;Продукты;Хлеб;UniCredit GOLD;38.99;RUB;UniCredit GOLD;0;RUB
12/10/2018;Фрукты;Бананы;UniCredit GOLD;45.53;RUB;UniCredit GOLD;0;RUB
12/10/2018;Суточные;Суточные 8.10-12.10.18;Счет Клик;0;RUB;Счет Клик;28000;RUB
12/10/2018;Сладкое;Шоколад;UniCredit GOLD;39.99;RUB;UniCredit GOLD;0;RUB
12/10/2018;Корп. расходы;Такси;UniCredit;127;RUB;UniCredit;0;RUB
13/10/2018;Сладкое;Мороженое;UniCredit GOLD;357;RUB;UniCredit GOLD;0;RUB
13/10/2018;Продукты;Масло;UniCredit GOLD;80;RUB;UniCredit GOLD;0;RUB
13/10/2018;Продукты;Молоко;UniCredit GOLD;92;RUB;UniCredit GOLD;0;RUB
13/10/2018;Продукты;Приправа;UniCredit GOLD;15;RUB;UniCredit GOLD;0;RUB
13/10/2018;Продукты;Фасоль;UniCredit GOLD;92;RUB;UniCredit GOLD;0;RUB
13/10/2018;Сладкое;Печенье;UniCredit GOLD;75;RUB;UniCredit GOLD;0;RUB
13/10/2018;Продукты;Морская капуста;UniCredit GOLD;60;RUB;UniCredit GOLD;0;RUB
13/10/2018;Продукты;Чипсы из водорослей;UniCredit GOLD;135;RUB;UniCredit GOLD;0;RUB
14/10/2018;Продукты;Хлебцы;UniCredit GOLD;122;RUB;UniCredit GOLD;0;RUB
14/10/2018;Продукты;Суповая смесь;UniCredit GOLD;113.3;RUB;UniCredit GOLD;0;RUB
14/10/2018;Хозтовары;Сито;UniCredit GOLD;63.9;RUB;UniCredit GOLD;0;RUB
14/10/2018;Сладкое;Паста nutella;UniCredit GOLD;262.5;RUB;UniCredit GOLD;0;RUB
14/10/2018;Техника;Очки VR;Наличные;634;RUB;Наличные;0;RUB
15/10/2018;;;UniCredit GOLD;5900;RUB;Наличные;5900;RUB
15/10/2018;;;Счет Клик;6000;RUB;UniCredit GOLD;6000;RUB
15/10/2018;Корп. расходы;Такси;UniCredit;182;RUB;UniCredit;0;RUB
15/10/2018;Корп. расходы;За квартиру 4 сут. ;Наличные;5200;RUB;Наличные;0;RUB
15/10/2018;Инструмент;Фум лента;Наличные;21;RUB;Наличные;0;RUB
15/10/2018;Корп. расходы;Такси;UniCredit;128;RUB;UniCredit;0;RUB
15/10/2018;Продукты;Хлебцы;UniCredit GOLD;89.7;RUB;UniCredit GOLD;0;RUB
15/10/2018;Продукты;Суповая смесь;UniCredit GOLD;207.84;RUB;UniCredit GOLD;0;RUB
15/10/2018;Сладкое;Паста nutella;UniCredit GOLD;269.9;RUB;UniCredit GOLD;0;RUB
15/10/2018;Фрукты;Груша;UniCredit GOLD;84.65;RUB;UniCredit GOLD;0;RUB
15/10/2018;Фрукты;Бананы;UniCredit GOLD;62.42;RUB;UniCredit GOLD;0;RUB
15/10/2018;Продукты;Морковь;UniCredit GOLD;6.34;RUB;UniCredit GOLD;0;RUB
15/10/2018;Продукты;Перец;UniCredit GOLD;23.63;RUB;UniCredit GOLD;0;RUB
15/10/2018;Продукты;Маслины;UniCredit GOLD;79.9;RUB;UniCredit GOLD;0;RUB
15/10/2018;Продукты;Огурцы;UniCredit GOLD;36.07;RUB;UniCredit GOLD;0;RUB
15/10/2018;Продукты;Помидоры;UniCredit GOLD;84.97;RUB;UniCredit GOLD;0;RUB
15/10/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
15/10/2018;;;Сбербанк;945.42;RUB;UniCredit GOLD;945.42;RUB
15/10/2018;;;Счет Клик;5000;RUB;UniCredit GOLD;5000;RUB
15/10/2018;;;UniCredit GOLD;900;RUB;Наличные;900;RUB
16/10/2018;Корп. расходы;Такси;UniCredit;170;RUB;UniCredit;0;RUB
16/10/2018;Продукты;Вода;UniCredit GOLD;18;RUB;UniCredit GOLD;0;RUB
16/10/2018;Фрукты;Бананы;UniCredit GOLD;66.82;RUB;UniCredit GOLD;0;RUB
16/10/2018;Сладкое;Паста nutella;UniCredit GOLD;269.9;RUB;UniCredit GOLD;0;RUB
16/10/2018;Продукты;Маслины;UniCredit GOLD;79.9;RUB;UniCredit GOLD;0;RUB
16/10/2018;Продукты;Помидоры;UniCredit GOLD;66.63;RUB;UniCredit GOLD;0;RUB
16/10/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
17/10/2018;Проценты;Cashback;UniCredit GOLD;0;RUB;UniCredit GOLD;142.43;RUB
17/10/2018;Корп. расходы;Такси;UniCredit;132;RUB;UniCredit;0;RUB
17/10/2018;Продукты;Колбаса для щенка;UniCredit GOLD;64.22;RUB;UniCredit GOLD;0;RUB
17/10/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
18/10/2018;Корп. расходы;Такси;UniCredit;152;RUB;UniCredit;0;RUB
18/10/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
18/10/2018;;;Счет Клик;2000;RUB;UniCredit;2000;RUB
18/10/2018;Корп. расходы;Такси;UniCredit;130;RUB;UniCredit;0;RUB
18/10/2018;Связь;Обслуживание золотой карты Unicredit;UniCredit GOLD;500;RUB;UniCredit GOLD;0;RUB
18/10/2018;Корп. расходы;Автобус;Наличные;15;RUB;Наличные;0;RUB
18/10/2018;Сладкое;Паста nutella;UniCredit GOLD;269.9;RUB;UniCredit GOLD;0;RUB
18/10/2018;Корп. расходы;10% за документы;Сбербанк;1535.2;RUB;Сбербанк;0;RUB
19/10/2018;Суточные;Суточные 15.10-19.10.18;Счет Клик;0;RUB;Счет Клик;28000;RUB
19/10/2018;Продукты;Суповая смесь;UniCredit GOLD;139.9;RUB;UniCredit GOLD;0;RUB
19/10/2018;Продукты;Хлебцы;UniCredit GOLD;92.1;RUB;UniCredit GOLD;0;RUB
19/10/2018;Сладкое;Паста nutella;UniCredit GOLD;262.5;RUB;UniCredit GOLD;0;RUB
19/10/2018;Фрукты;Бананы;UniCredit GOLD;54.12;RUB;UniCredit GOLD;0;RUB
19/10/2018;Сладкое;Шоколад;UniCredit GOLD;239.8;RUB;UniCredit GOLD;0;RUB
19/10/2018;Продукты;Хлеб;UniCredit GOLD;39.9;RUB;UniCredit GOLD;0;RUB
19/10/2018;Продукты;Сыр;UniCredit GOLD;59.9;RUB;UniCredit GOLD;0;RUB
19/10/2018;Корп. расходы;Такси;UniCredit;140;RUB;UniCredit;0;RUB
19/10/2018;;;Наличные;1000;RUB;Сбербанк;1000;RUB
19/10/2018;Зарплата;Аванс;UniCredit;0;RUB;UniCredit;10000;RUB
21/10/2018;Семейные;От мамы;UniCredit GOLD;0;RUB;UniCredit GOLD;23400;RUB
21/10/2018;;;Наличные;1600;RUB;UniCredit GOLD;1600;RUB
21/10/2018;;;UniCredit GOLD;900;RUB;Наличные;900;RUB
21/10/2018;Одежда;Шапка;Наличные;100;RUB;Наличные;0;RUB
21/10/2018;Сладкое;Шоколад;UniCredit GOLD;79.99;RUB;UniCredit GOLD;0;RUB
21/10/2018;Продукты;Хлеб;UniCredit GOLD;38.99;RUB;UniCredit GOLD;0;RUB
22/10/2018;Продукты;Хлебцы;UniCredit GOLD;55.29;RUB;UniCredit GOLD;0;RUB
22/10/2018;Сладкое;Шоколад;UniCredit GOLD;69.99;RUB;UniCredit GOLD;0;RUB
22/10/2018;Продукты;Сыр;UniCredit GOLD;64.99;RUB;UniCredit GOLD;0;RUB
22/10/2018;Фрукты;Бананы;UniCredit GOLD;35.19;RUB;UniCredit GOLD;0;RUB
22/10/2018;Сладкое;Паста nutella;UniCredit GOLD;275.39;RUB;UniCredit GOLD;0;RUB
22/10/2018;Еда;Обед;UniCredit GOLD;208;RUB;UniCredit GOLD;0;RUB
23/10/2018;;;UniCredit GOLD;22000;RUB;Счет Клик;22000;RUB
23/10/2018;;;UniCredit;10000;RUB;Счет Клик;10000;RUB
23/10/2018;Еда;Обед;UniCredit GOLD;200;RUB;UniCredit GOLD;0;RUB
24/10/2018;Сладкое;Паста nutella;UniCredit GOLD;262.5;RUB;UniCredit GOLD;0;RUB
24/10/2018;Продукты;Хлебцы;UniCredit GOLD;92.1;RUB;UniCredit GOLD;0;RUB
24/10/2018;Продукты;Сыр;UniCredit GOLD;171;RUB;UniCredit GOLD;0;RUB
24/10/2018;Продукты;Колбаса;UniCredit GOLD;199;RUB;UniCredit GOLD;0;RUB
24/10/2018;Продукты;Помидоры;UniCredit GOLD;69.85;RUB;UniCredit GOLD;0;RUB
24/10/2018;Еда;Обед;UniCredit GOLD;170;RUB;UniCredit GOLD;0;RUB
25/10/2018;Связь;Мобильный банк;Сбербанк;60;RUB;Сбербанк;0;RUB
25/10/2018;Еда;Обед;UniCredit GOLD;195;RUB;UniCredit GOLD;0;RUB
